,date,game_key,소형준,이강준,데스파이네,조근종,류희운,안현준,조현우,강장산,김민수,이창재,정성곤,주권,김재윤,배제성,조한욱,한승지,박세진,장현우,이대은,조병욱,이정현,김민,쿠에바스,이정훈,손동현,이상동,이선우,김성훈,금민철,전유수,이보근,유원상,이상화,하준호
52,2020-07-05,20200705WOKT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.636363636363637, 1.3484848484848484, 2.7222222222222223, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.2727272727272727, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.67032967032967, 1.054945054945055, 2.75, 1.0459770114942528]","[0, 1, 6.051724137931035, 1.7068965517241381, 2.3333333333333335, 0.9666666666666666]","[0, 0, 3.9056603773584904, 1.471698113207547, 1.3478260869565217, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 3.552631578947368, 1.4210526315789473, 1.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 4.752, 1.224, 2.909090909090909, 5.952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 6.545454545454546, 1.7272727272727273, 1.2, 1.0]","[0, 1, 4.695652173913043, 1.1739130434782608, 0.0, 1.277777777777778]","[0, 1, 3.375, 0.9166666666666666, 1.75, 1.1428571428571428]","[0, 0, 3.176470588235294, 1.0588235294117647, 1.2, 0.8717948717948718]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
53,2020-07-07,20200707KTHT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.636363636363637, 1.3484848484848484, 2.7222222222222223, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3142857142857145, 1.2857142857142858, 0.8333333333333334, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.67032967032967, 1.054945054945055, 2.75, 1.0459770114942528]","[0, 0, 6.051724137931035, 1.7068965517241381, 2.3333333333333335, 0.9666666666666666]","[1, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 3.552631578947368, 1.4210526315789473, 1.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 4.752, 1.224, 2.909090909090909, 5.952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 1, 8.181818181818182, 1.9090909090909092, 1.0, 0.9166666666666666]","[0, 1, 4.5, 1.25, 0.0, 1.1428571428571428]","[0, 0, 3.375, 0.9166666666666666, 1.75, 1.1428571428571428]","[0, 0, 3.176470588235294, 1.0588235294117647, 1.2, 0.8717948717948718]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
54,2020-07-08,20200708KTHT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.315068493150685, 1.3287671232876712, 2.8, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3142857142857145, 1.2857142857142858, 0.8333333333333334, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.064516129032258, 3.0, 1.0333333333333334]","[0, 1, 6.532258064516129, 1.7419354838709677, 2.8333333333333335, 0.9841269841269842]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 3.552631578947368, 1.4210526315789473, 1.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 4.752, 1.224, 2.909090909090909, 5.952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.0, 0.9166666666666666]","[0, 0, 4.5, 1.25, 0.0, 1.1428571428571428]","[0, 0, 3.375, 0.9166666666666666, 1.75, 1.1428571428571428]","[0, 0, 3.176470588235294, 1.0588235294117647, 1.2, 0.8717948717948718]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
55,2020-07-09,20200709KTHT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.315068493150685, 1.3287671232876712, 2.8, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.131578947368421, 1.1842105263157896, 0.8333333333333334, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.064516129032258, 3.0, 1.0333333333333334]","[0, 0, 6.532258064516129, 1.7419354838709677, 2.8333333333333335, 0.9841269841269842]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[1, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 4.752, 1.224, 2.909090909090909, 5.952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.0, 0.9166666666666666]","[0, 1, 4.0, 1.1111111111111112, 0.0, 1.125]","[0, 0, 3.375, 0.9166666666666666, 1.75, 1.1428571428571428]","[0, 1, 3.9705882352941178, 1.1470588235294117, 1.2, 0.8095238095238095]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
56,2020-07-10,20200710SSKT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.315068493150685, 1.3287671232876712, 2.8, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.1842105263157896, 0.8333333333333334, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.064516129032258, 3.0, 1.0333333333333334]","[0, 0, 6.532258064516129, 1.7419354838709677, 2.8333333333333335, 0.9841269841269842]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[1, 0, 5.0625, 1.2291666666666667, 2.9166666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 1, 9.0, 2.0, 2.0, 1.0]","[0, 1, 7.5, 1.75, 1.0, 0.9230769230769231]","[0, 0, 4.0, 1.1111111111111112, 0.0, 1.125]","[0, 0, 3.375, 0.9166666666666666, 1.75, 1.1428571428571428]","[0, 1, 6.5675675675675675, 1.3783783783783783, 1.0, 0.8222222222222223]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
57,2020-07-11,20200711SSKT0,"[1, 0, 6.6521739130434785, 1.5869565217391304, 1.6923076923076923, 5.111111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.315068493150685, 1.3287671232876712, 2.8, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.1842105263157896, 0.8333333333333334, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8125, 1.0625, 3.0, 1.032258064516129]","[0, 1, 6.136363636363636, 1.6818181818181819, 3.3333333333333335, 1.0]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.0625, 1.2291666666666667, 2.9166666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 0, 7.5, 1.75, 1.0, 0.9230769230769231]","[0, 0, 4.0, 1.1111111111111112, 0.0, 1.125]","[0, 1, 3.2399999999999998, 0.92, 2.0, 1.1363636363636365]","[0, 0, 6.5675675675675675, 1.3783783783783783, 1.0, 0.8222222222222223]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
58,2020-07-14,20200714HHKT0,"[0, 0, 6.6521739130434785, 1.5869565217391304, 1.6923076923076923, 5.111111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.2928870292887025, 1.305439330543933, 3.1, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.1842105263157896, 0.8333333333333334, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7755102040816328, 2.375, 2.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8125, 1.0625, 3.0, 1.032258064516129]","[0, 0, 6.136363636363636, 1.6818181818181819, 3.3333333333333335, 1.0]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.0625, 1.2291666666666667, 2.9166666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.5, 3.5, 0.8]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 0, 7.5, 1.75, 1.0, 0.9230769230769231]","[0, 1, 3.4838709677419355, 1.064516129032258, 0.5, 1.1481481481481481]","[0, 0, 3.2399999999999998, 0.92, 2.0, 1.1363636363636365]","[0, 0, 6.5675675675675675, 1.3783783783783783, 1.0, 0.8222222222222223]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
59,2020-07-15,20200715HHKT0,"[0, 0, 6.6521739130434785, 1.5869565217391304, 1.6923076923076923, 5.111111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.2928870292887025, 1.305439330543933, 3.1, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7674418604651163, 1.3953488372093024, 0.75, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.734513274336283, 1.8318584070796462, 1.6666666666666667, 2.511111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8125, 1.0625, 3.0, 1.032258064516129]","[0, 0, 6.136363636363636, 1.6818181818181819, 3.3333333333333335, 1.0]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.0625, 1.2291666666666667, 2.9166666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5, 3.5, 0.8]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 1, 6.428571428571428, 1.5714285714285714, 1.1666666666666667, 1.0]","[0, 0, 3.4838709677419355, 1.064516129032258, 0.5, 1.1481481481481481]","[0, 1, 3.8076923076923075, 0.9615384615384616, 2.0, 1.1304347826086956]","[0, 1, 6.230769230769231, 1.3076923076923077, 1.0, 0.8125]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
60,2020-07-16,20200716HHKT0,"[0, 0, 6.6521739130434785, 1.5869565217391304, 1.6923076923076923, 5.111111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.2928870292887025, 1.305439330543933, 3.1, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7674418604651163, 1.3953488372093024, 0.75, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.734513274336283, 1.8318584070796462, 1.6666666666666667, 2.511111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.306122448979592, 1.1020408163265307, 3.0, 1.0208333333333333]","[0, 1, 5.785714285714286, 1.6285714285714286, 3.6666666666666665, 1.0144927536231882]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[1, 0, 4.666666666666666, 1.2592592592592593, 2.5625, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5, 3.5, 0.8]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 0, 6.428571428571428, 1.5714285714285714, 1.1666666666666667, 1.0]","[0, 0, 3.4838709677419355, 1.064516129032258, 0.5, 1.1481481481481481]","[0, 0, 3.8076923076923075, 0.9615384615384616, 2.0, 1.1304347826086956]","[0, 0, 6.230769230769231, 1.3076923076923077, 1.0, 0.8125]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
61,2020-07-17,20200717KTNC0,"[1, 0, 6.230769230769231, 1.5384615384615385, 1.6, 5.2]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.2928870292887025, 1.305439330543933, 3.1, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.3043478260869565, 0.875, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.734513274336283, 1.8318584070796462, 1.6666666666666667, 2.511111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2079207920792077, 1.099009900990099, 3.0, 1.02020202020202]","[0, 1, 5.547945205479452, 1.5616438356164384, 3.8333333333333335, 1.0138888888888888]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.3333333333333333, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 4.666666666666666, 1.2592592592592593, 2.5625, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5, 3.5, 0.8]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 0, 6.428571428571428, 1.5714285714285714, 1.1666666666666667, 1.0]","[0, 1, 3.176470588235294, 1.0588235294117647, 0.6666666666666666, 1.1333333333333333]","[0, 1, 4.0, 1.0, 2.0, 1.125]","[0, 0, 6.230769230769231, 1.3076923076923077, 1.0, 0.8125]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
62,2020-07-18,20200718KTNC0,"[0, 0, 6.230769230769231, 1.5384615384615385, 1.6, 5.2]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.2928870292887025, 1.305439330543933, 3.1, 6.128205128205129]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.3043478260869565, 0.875, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.734513274336283, 1.8318584070796462, 1.6666666666666667, 2.511111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2079207920792077, 1.099009900990099, 3.0, 1.02020202020202]","[0, 0, 5.547945205479452, 1.5616438356164384, 3.8333333333333335, 1.0138888888888888]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[1, 0, 4.56923076923077, 1.4307692307692308, 1.0, 4.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.616438356164384, 2.0136986301369864, 0.7142857142857143, 4.055555555555555]","[0, 0, 4.666666666666666, 1.2592592592592593, 2.5625, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.4444444444444444, 4.0, 0.8181818181818182]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 1, 6.0, 1.5333333333333334, 1.1428571428571428, 1.0]","[0, 0, 3.176470588235294, 1.0588235294117647, 0.6666666666666666, 1.1333333333333333]","[0, 0, 4.0, 1.0, 2.0, 1.125]","[0, 1, 5.785714285714286, 1.2857142857142858, 1.0, 0.8235294117647058]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
63,2020-07-19,20200719KTNC0,"[0, 0, 6.230769230769231, 1.5384615384615385, 1.6, 5.2]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.05, 1.2923076923076922, 3.142857142857143, 6.190476190476191]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.2765957446808511, 1.0, 0.9791666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.734513274336283, 1.8318584070796462, 1.6666666666666667, 2.511111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2079207920792077, 1.099009900990099, 3.0, 1.02020202020202]","[0, 0, 5.547945205479452, 1.5616438356164384, 3.8333333333333335, 1.0138888888888888]","[0, 0, 3.6610169491525424, 1.4406779661016949, 1.3076923076923077, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.56923076923077, 1.4307692307692308, 1.0, 4.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.616438356164384, 2.0136986301369864, 0.7142857142857143, 4.055555555555555]","[0, 0, 4.666666666666666, 1.2592592592592593, 2.5625, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.3, 1.5, 3.0, 0.8333333333333334]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 9.0, 2.0, 2.0, 1.0]","[0, 0, 6.0, 1.5333333333333334, 1.1428571428571428, 1.0]","[0, 1, 2.7, 0.8999999999999999, 1.0, 1.2121212121212122]","[0, 1, 4.228915662650603, 1.0481927710843373, 2.0, 1.1066666666666667]","[0, 0, 5.785714285714286, 1.2857142857142858, 1.0, 0.8235294117647058]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
