,date,game_key,제환유,플렉센,이주엽,조제영,최세창,홍건희,윤명준,이동원,이형범,함덕주,박종기,진재혁,이승진,채지선,이영하,김명신,문대원,최원준,박치국,김민규,박신지,김호준,알칸타라,전창민,이교훈,정현욱,권혁,김승회,장원준,이현승,이용찬,김강률,유희관
53,2020-07-07,20200707LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.25, 2.9411764705882355, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.951219512195122, 1.3902439024390245, 4.0, 1.5185185185185184]","[0, 0, 4.790322580645162, 1.2096774193548387, 5.0, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 0.5, 0.7878787878787878]","[0, 1, 2.3823529411764706, 1.0588235294117647, 2.75, 1.0793650793650795]","[0, 0, 2.8125, 0.9375, 3.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 3.292682926829268, 1.4634146341463414, 3.2, 1.0512820512820513]","[1, 0, 5.762195121951219, 1.8658536585365855, 1.2666666666666666, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.0625, 1.40625, 3.0, 1.4545454545454546]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6947368421052635, 1.2473684210526315, 4.7272727272727275, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.108695652173913, 1.7608695652173911, 1.7777777777777777, 0.7666666666666667]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.733766233766234, 1.6753246753246753, 1.1666666666666667, 5.133333333333334]"
54,2020-07-08,20200708LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.25, 2.9411764705882355, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3902439024390245, 4.0, 1.5185185185185184]","[0, 1, 4.36764705882353, 1.1470588235294117, 4.0, 0.9855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 0.5, 0.7878787878787878]","[0, 0, 2.3823529411764706, 1.0588235294117647, 2.75, 1.0793650793650795]","[1, 0, 3.789473684210526, 1.3157894736842106, 2.2857142857142856, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.292682926829268, 1.4634146341463414, 3.2, 1.0512820512820513]","[0, 0, 5.762195121951219, 1.8658536585365855, 1.2666666666666666, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 1, 3.626865671641791, 1.5223880597014927, 0.9375, 1.0151515151515151]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6947368421052635, 1.2473684210526315, 4.7272727272727275, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0212765957446805, 1.7872340425531916, 1.7777777777777777, 0.746031746031746]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.733766233766234, 1.6753246753246753, 1.1666666666666667, 5.133333333333334]"
55,2020-07-09,20200709LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.25, 2.9411764705882355, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2954545454545454, 4.666666666666667, 1.4666666666666666]","[0, 0, 4.36764705882353, 1.1470588235294117, 4.0, 0.9855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 0.5, 0.7878787878787878]","[0, 0, 2.3823529411764706, 1.0588235294117647, 2.75, 1.0793650793650795]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.2857142857142856, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.292682926829268, 1.4634146341463414, 3.2, 1.0512820512820513]","[0, 0, 5.762195121951219, 1.8658536585365855, 1.2666666666666666, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 0, 3.626865671641791, 1.5223880597014927, 0.9375, 1.0151515151515151]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4549763033175354, 1.180094786729858, 5.083333333333333, 6.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7800000000000002, 1.68, 1.7777777777777777, 0.7575757575757577]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.733766233766234, 1.6753246753246753, 1.1666666666666667, 5.133333333333334]"
56,2020-07-10,20200710OBLT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.178571428571429, 1.3571428571428572, 2.6842105263157894, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 4.666666666666667, 1.4666666666666666]","[0, 0, 4.36764705882353, 1.1470588235294117, 4.0, 0.9855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.172413793103448, 2.1724137931034484, 0.5, 0.8055555555555555]","[0, 0, 2.3823529411764706, 1.0588235294117647, 2.75, 1.0793650793650795]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.2857142857142856, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.292682926829268, 1.4634146341463414, 3.2, 1.0512820512820513]","[0, 0, 5.762195121951219, 1.8658536585365855, 1.2666666666666666, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 0, 3.626865671641791, 1.5223880597014927, 0.9375, 1.0151515151515151]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4549763033175354, 1.180094786729858, 5.083333333333333, 6.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7800000000000002, 1.68, 1.7777777777777777, 0.7575757575757577]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.733766233766234, 1.6753246753246753, 1.1666666666666667, 5.133333333333334]"
57,2020-07-11,20200711OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.3571428571428572, 2.6842105263157894, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 4.666666666666667, 1.4666666666666666]","[0, 1, 4.943661971830986, 1.2253521126760563, 4.0, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.1724137931034484, 0.5, 0.8055555555555555]","[0, 0, 2.3823529411764706, 1.0588235294117647, 2.75, 1.0793650793650795]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.2857142857142856, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.292682926829268, 1.4634146341463414, 3.2, 1.0512820512820513]","[0, 0, 5.762195121951219, 1.8658536585365855, 1.2666666666666666, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 1, 3.328767123287671, 1.4383561643835616, 1.125, 1.0579710144927537]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4549763033175354, 1.180094786729858, 5.083333333333333, 6.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7800000000000002, 1.68, 1.7777777777777777, 0.7575757575757577]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[1, 0, 4.866279069767441, 1.6569767441860463, 1.2105263157894737, 5.212121212121212]"
58,2020-07-14,20200714SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.3571428571428572, 2.6842105263157894, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 4.666666666666667, 1.4666666666666666]","[0, 0, 4.943661971830986, 1.2253521126760563, 4.0, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 2.0625, 0.5, 0.8205128205128205]","[0, 0, 2.3823529411764706, 1.0588235294117647, 2.75, 1.0793650793650795]","[0, 1, 5.478260869565218, 1.608695652173913, 1.4166666666666667, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 3.7674418604651163, 1.5348837209302324, 2.8333333333333335, 1.023809523809524]","[1, 0, 5.785714285714286, 1.8461538461538463, 1.25, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 0, 3.328767123287671, 1.4383561643835616, 1.125, 1.0579710144927537]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4549763033175354, 1.180094786729858, 5.083333333333333, 6.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5660377358490565, 1.5849056603773584, 2.0, 0.7681159420289856]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.866279069767441, 1.6569767441860463, 1.2105263157894737, 5.212121212121212]"
59,2020-07-15,20200715SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.3571428571428572, 2.6842105263157894, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.2127659574468086, 5.333333333333333, 1.424242424242424]","[0, 0, 4.943661971830986, 1.2253521126760563, 4.0, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0625, 0.5, 0.8205128205128205]","[0, 1, 2.6619718309859155, 1.0985915492957745, 2.875, 1.075757575757576]","[0, 0, 5.478260869565218, 1.608695652173913, 1.4166666666666667, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.7674418604651163, 1.5348837209302324, 2.8333333333333335, 1.023809523809524]","[0, 0, 5.785714285714286, 1.8461538461538463, 1.25, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 0, 3.328767123287671, 1.4383561643835616, 1.125, 1.0579710144927537]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1422413793103448, 1.0991379310344829, 5.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.5849056603773584, 2.0, 0.7681159420289856]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.866279069767441, 1.6569767441860463, 1.2105263157894737, 5.212121212121212]"
60,2020-07-16,20200716SKOB0,"[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.2698412698412698, 2.85, 5.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.2127659574468086, 5.333333333333333, 1.424242424242424]","[0, 1, 4.743243243243244, 1.2162162162162162, 4.0, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.257142857142858, 1.9714285714285715, 0.6666666666666666, 0.8333333333333333]","[0, 1, 2.52, 1.04, 3.125, 1.0869565217391304]","[0, 0, 5.478260869565218, 1.608695652173913, 1.4166666666666667, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 5.4, 1.6, 3.0, 1.0]","[0, 0, 5.785714285714286, 1.8461538461538463, 1.25, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 1, 3.1973684210526314, 1.4605263157894737, 1.1176470588235294, 1.0555555555555556]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1422413793103448, 1.0991379310344829, 5.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.5849056603773584, 2.0, 0.7681159420289856]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.866279069767441, 1.6569767441860463, 1.2105263157894737, 5.212121212121212]"
61,2020-07-17,20200717OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2698412698412698, 2.85, 5.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.2127659574468086, 5.333333333333333, 1.424242424242424]","[0, 0, 4.743243243243244, 1.2162162162162162, 4.0, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.756756756756758, 1.8648648648648647, 0.6666666666666666, 0.8222222222222223]","[0, 0, 2.52, 1.04, 3.125, 1.0869565217391304]","[0, 1, 5.472972972972974, 1.6216216216216215, 1.3076923076923077, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.6, 3.0, 1.0]","[0, 0, 5.785714285714286, 1.8461538461538463, 1.25, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.909090909090909, 1.3636363636363635, 3.25, 1.434782608695652]","[0, 0, 3.1973684210526314, 1.4605263157894737, 1.1176470588235294, 1.0555555555555556]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1422413793103448, 1.0991379310344829, 5.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.6666666666666667, 2.0, 0.75]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[1, 0, 4.973684210526316, 1.6263157894736842, 1.25, 5.277777777777778]"
62,2020-07-18,20200718OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2698412698412698, 2.85, 5.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.2692307692307694, 4.5, 1.4444444444444444]","[0, 0, 4.743243243243244, 1.2162162162162162, 4.0, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.756756756756758, 1.8648648648648647, 0.6666666666666666, 0.8222222222222223]","[0, 0, 2.52, 1.04, 3.125, 1.0869565217391304]","[0, 0, 5.472972972972974, 1.6216216216216215, 1.3076923076923077, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 4.764705882352941, 1.4705882352941178, 2.7142857142857144, 1.0625]","[0, 0, 5.785714285714286, 1.8461538461538463, 1.25, 5.515151515151515]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[1, 0, 4.764705882352941, 1.3235294117647058, 3.25, 1.4166666666666667]","[0, 0, 3.1973684210526314, 1.4605263157894737, 1.1176470588235294, 1.0555555555555556]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1422413793103448, 1.0991379310344829, 5.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.0, 0.75]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.973684210526316, 1.6263157894736842, 1.25, 5.277777777777778]"
63,2020-07-19,20200719OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2698412698412698, 2.85, 5.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.2857142857142856, 4.2, 1.435897435897436]","[0, 0, 4.743243243243244, 1.2162162162162162, 4.0, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.902439024390244, 1.7560975609756098, 0.8571428571428571, 0.8541666666666666]","[0, 1, 2.423076923076923, 1.0384615384615385, 3.25, 1.0833333333333333]","[0, 0, 5.472972972972974, 1.6216216216216215, 1.3076923076923077, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 4.764705882352941, 1.4705882352941178, 2.7142857142857144, 1.0625]","[1, 0, 5.863636363636364, 1.8333333333333333, 1.2647058823529411, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.0, 1.5555555555555556]","[0, 0, 4.764705882352941, 1.3235294117647058, 3.25, 1.4166666666666667]","[0, 0, 3.1973684210526314, 1.4605263157894737, 1.1176470588235294, 1.0555555555555556]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1422413793103448, 1.0991379310344829, 5.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.690909090909091, 2.0, 0.7333333333333333]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.973684210526316, 1.6263157894736842, 1.25, 5.277777777777778]"
